Time [s],P1 [kPa],P2 [kPa],P3 [kPa]
0.58,47.082878989757816,49.078033009031756,36.02992130158652
0.59,35.96344524804483,45.356087904198134,38.2664041709905
0.6,31.665676717583207,45.124543758807576,41.96849594780659
0.61,33.88151150715889,48.49606204197632,44.041703528665984
0.62,39.85389754361785,53.265545566615515,41.48334672805273
0.63,45.86030268828629,56.33406272503869,33.331233094116286
0.64,48.97598519412685,55.596786484745266,21.79434650591262
0.65,48.22574248452225,51.16540298799826,11.650751548523408
0.66,44.63644274594391,45.32262588717413,7.909734571374929
0.67,40.35321453189224,41.32953523875771,13.009869028579152
0.68,37.45424450316045,41.76166228764808,25.320741200411266
0.6900000000000001,37.09712906147972,47.24542786183872,39.85802428830422
0.7000000000000001,39.27448830018047,56.208712981964176,50.71353760084328
0.71,43.10224041670273,65.67380634503945,53.866519869646304
0.72,47.37892501491641,72.59207111327582,49.032934666628606
0.73,51.10700845198694,75.03917223666272,39.67924165447505
0.74,53.74652797429639,72.76435742983942,31.125587436776254
0.75,55.18633305324665,66.99334330475594,27.722315911769638
0.76,55.62002120510899,59.77949573792995,30.774253466856653
0.77,55.4665221369791,53.27609049537719,38.38517086315781
0.78,55.247615420562035,49.09406700716371,46.96523304886854
0.79,55.30485199667506,47.792250993796365,53.163155947143416
0.8,55.50173201671925,48.65697061906258,55.20399021818998
0.81,55.23157115118788,50.01732538661683,53.33952159283313
0.8200000000000001,53.848342982209864,50.17050228057319,49.48293532617162
0.8300000000000001,51.259095267987014,48.53120454063722,46.14666303613198
0.84,48.25699799058608,46.20014081853674,45.00710688463099
0.85,46.342035377697236,45.3494848186153,45.82486557055733
0.86,47.05833560287521,47.72266073839193,46.54475482364845
0.87,51.10462858437171,53.35287270456693,44.744463298839115
0.88,57.66484961287489,60.486016478688555,39.51686001652624
0.89,64.46886718434554,66.69794913135412,32.345610927239676
0.9,68.76353672976681,70.2405652413211,26.22807223434004
0.91,68.70105219397273,70.64813831369405,23.725748326546555
0.92,64.2379668632108,68.50361467246066,25.493993277077386
0.93,56.99922365437609,64.96037965672326,30.32959563193957
0.9400000000000001,49.38084707264812,61.427681541592264,36.389770282012904
0.9500000000000001,43.59405544991553,59.26370994823211,42.3453692535597
0.96,41.06451849702064,59.26509504357373,47.60534142237254
0.97,42.13552396757932,61.19392458209442,51.797862295709784
0.98,45.963301962494604,63.81365429546369,54.28992096385222
0.99,50.70416287108469,65.57588147793521,54.277119712492556
1.0,54.0975989732909,65.5802421658304,51.37006376166135
1.01,54.28410510175513,64.15671322821991,46.20636878708147
1.02,50.515130180863515,62.570992524923966,40.575997493852746
1.03,43.50507627060474,61.95728800594591,36.80139115754899
1.04,35.34363147187637,62.30493851621296,36.56329395443562
1.05,28.92940172871608,62.42113507189523,39.80353177870678
1.06,26.94078492775089,60.95163871099203,44.486409989240585
1.07,30.61998548951123,57.539474577995755,47.60462119987257
1.08,38.9518878071474,53.08947200491003,46.919694056396445
1.09,48.83461348758442,48.97270741931175,42.24080520117363
1.1,56.394702710628366,45.96790947837119,35.40753590433501
1.11,58.856289401229695,43.89961082540145,29.25534326741289
1.12,55.87916589272856,42.17104093794471,26.420380575920525
1.1300000000000001,49.543905587908235,40.5056659173599,28.420718321473817
1.1400000000000001,43.03528466037081,39.15901043255374,34.97882548746449
1.1500000000000001,38.899139441485644,38.57744779993011,43.754241946883916
1.16,37.94447774644342,38.99499325774725,51.001788769859516
1.17,39.3145013005085,40.30388036900049,53.324994498704235
1.18,41.42382772490496,42.1870131717232,49.7148349657235
1.19,43.00598735972074,44.38130546147939,42.40728804586066
1.2,43.648198213327284,46.92939222036112,35.66183841903167
1.21,43.673000422839294,50.238483906950115,33.12795167864882
1.22,43.679194851515966,54.79743288250077,35.65966046276553
1.23,44.13286454535052,60.6022101993112,41.11634938673163
1.24,45.13820341506237,66.64156492046453,46.12176750240489
1.25,46.38149750649593,70.93505605273334,48.317033500123515
1.26,47.380418389954635,71.34089186175135,47.52298597287604
1.27,48.08267508657579,66.7862725290885,45.35608848900109
1.28,49.329603228116774,58.163819438795244,43.995970522932794
1.29,52.465886594808524,48.23808890183235,44.99286237191234
1.3,58.076137982785625,40.51912627644616,48.544112525996766
1.31,64.84920379569209,37.75772234242673,53.38413260126811
1.32,69.73186531671367,40.91250573997173,57.38300665412077
1.33,69.56511112534672,49.0010221004407,58.69262093042076
1.34,63.158481262906434,59.627432274434064,56.83505101179955
1.35,52.29756052737065,69.71907264016747,52.99837305469931
1.36,40.899990686916816,76.25513646428257,49.2864644685586
1.37,32.90991453092367,77.09191495104531,47.443203073544474
1.3800000000000001,30.40129080221027,71.83285271995473,47.93082091110848
1.3900000000000001,33.00818536409003,62.256480328976245,49.81946510000539
1.4000000000000001,38.66994703883425,51.80828319183247,51.234461934504445
1.41,44.85331144101175,44.24435020694736,49.94784005320072
1.42,49.465632720356545,42.11941115337338,44.137908050971866
1.43,51.27913847223206,45.90495377158174,33.47259189481389
1.44,50.091235839587156,54.09998084498682,20.01811733692928
1.45,46.69762096624274,64.1051966203846,7.960811197209524
1.46,42.51863685666002,73.25983053824925,1.8245488403471493
1.47,38.96622034148627,79.53649435924252,4.2040395957192995
1.48,37.03789105626478,81.81322221999153,14.49468372663378
1.49,37.40925674105204,79.95008082540238,29.289727022783175
1.5,40.64258300563932,74.86369660281949,44.018088008516
1.51,46.98032687816286,68.52742017977461,54.88049561613151
1.52,55.76803866749725,63.56139369794783,60.20624455528525
1.53,65.09451516863231,62.17666346804454,60.67897926708622
1.54,72.16388719099417,64.87073500339815,58.382992450916426
1.55,74.3830000188901,69.85324995629401,55.2833626708904
1.56,70.625156293481,73.86524926326356,52.194505119537205
1.57,61.943748292413886,73.97786743880486,48.940336271737706
1.58,51.254165712062665,69.19546322214553,45.379171983016555
1.59,42.06996035916186,60.8953112920222,42.26263595262287
1.6,36.96374897059956,51.94645854897795,41.17481093381613
1.61,36.616021941264506,45.12101849385939,43.599809630653446
1.62,39.89597397822782,41.7695643079138,49.79179546295508
1.6300000000000001,44.696206604228195,41.49964026011258,58.25068891460462
1.6400000000000001,48.889557095250524,42.87560209859117,66.15521079068186
1.6500000000000001,51.03428568333698,44.471661017221706,70.45867185866977
1.6600000000000001,50.78864018821217,45.51077909150192,69.1305853125048
1.67,48.949685400083254,45.82780566113944,62.137125289697465
1.68,46.9506783295294,45.471767625407345,51.70772903424001
1.69,45.97208619281726,44.41069766539679,41.45279738419223
1.7,46.234089795186726,42.54927416672485,34.52881712286714
1.71,46.99096017505022,39.96396748914702,31.97500008364055
1.72,47.229614814186235,37.10376597629965,32.50168088947417
1.73,46.52823963842356,34.71833124554393,33.932533368910526
1.74,45.399342653176106,33.48256645977859,35.09516608821114
1.75,44.85166807932823,33.592337310678,36.596439910922804
1.76,45.531526051329,34.68569161490168,39.945666654047706
1.77,47.13244548256416,36.1321100930271,45.894325664429694
1.78,48.544978741110356,37.38673391983044,53.40967678411259
1.79,48.6339809284271,38.148939852808944,60.03487259611376
1.8,47.04586108651292,38.35041894728214,63.20547053770454
1.81,44.4760411476103,38.125878337839296,61.464763302272296
1.82,42.29476175463646,37.841326547215694,54.89183149870089
1.83,41.83752719752304,38.1234402250833,44.86680315593882
1.84,43.7290884971938,39.72006554245277,33.687201459127564
1.85,47.51546082002683,43.07078051297633,24.232233503865857
1.86,51.79441911185835,47.774622853829264,19.339971478963502
1.87,54.84751165412013,52.42273455579295,20.613179700256374
1.8800000000000001,55.484839615607015,55.136102494946726,27.184742251944076
1.8900000000000001,53.669291804959016,54.65509004802948,35.62320637475592
1.9000000000000001,50.604405747861215,51.33421193144541,41.60230113271958
1.9100000000000001,48.21754973884145,47.24829788445276,42.486491831458494
1.92,48.24713810316229,45.06414649339791,38.98271726965364
1.93,51.383562717194856,46.294601620055445,34.4865878073381
1.94,56.92420328188488,50.25418272067818,32.49421660240288
1.95,63.10742057479762,54.570025783625205,34.0866023935097
1.96,67.942205473175,56.734508600782334,37.45849332231389
1.97,70.14528239219331,55.37316993223992,39.66994177690828
1.98,69.69861923018519,50.51615406699138,38.98889313770268
1.99,67.65072702983463,43.311479700183604,36.01492934046411
2.0,65.25459429042127,35.825390541613594,33.057968612990415
2.0100000000000002,63.06681551373286,30.76375848028691,32.563561656733086
2.02,60.66848421348927,30.5196424281136,35.72040008444415
2.0300000000000002,57.12802243077955,35.74331262043426,41.913664141815005
2.04,51.799957870987235,44.59819533616105,49.09270227358407
2.05,45.01135535490389,53.547524108605,54.767648178966034
2.06,38.33816149635755,59.190553088813324,57.190328471469
2.07,34.16710654655708,59.88980522454349,56.20181388773629
2.08,34.45991775122251,56.33209759088485,53.27105060659537
2.09,39.39054592104656,50.964557359206474,50.58558665336688
2.1,47.016827265471775,46.698262816897206,49.688106308777044
2.11,54.42520995661496,45.44063479962194,50.57704387928109
2.12,59.3936430258766,47.14173831118697,51.891950884906606
2.13,61.15402527855047,49.96389456449185,51.99952457849028
2.14,59.87207552613632,51.619630095321405,50.17897919177686
2.15,55.788552573375966,51.05003828913118,47.084056412535304
2.16,49.1155341656954,49.218004463056765,44.17523283364222
2.17,40.715287071602695,48.43927684771805,42.55070968939254
2.18,32.593152024421016,50.83933602718425,42.07515576395893
2.19,27.392269018170577,57.071593490909706,41.513725078736435
2.2,27.096245193172255,65.9829455537566,39.61418836273141
2.21,31.870362572676814,75.14904064351015,36.306912649091196
2.22,39.82557003966471,81.83643218881903,33.021738780210484
2.23,47.85061928131611,83.96157516872299,31.77383470263058
2.24,53.04714572308139,80.70976729367682,33.701586481971944
2.25,53.99202278626571,72.66365269123733,38.23297473149677
2.2600000000000002,51.19961979429083,61.58304049070835,43.50895532561674
2.27,46.66173955986367,50.06673962558644,47.64533256074736
2.2800000000000002,42.81180631828425,41.065833731974095,49.83352762283065
2.29,41.419913469765376,37.02209860417598,50.53363455649982
2.3000000000000003,42.856279114958554,38.74447509095191,50.77604935352694
2.31,46.03621515918545,44.73875882326485,51.25573816288304
2.32,49.125728128991426,51.722326382334984,51.93559830086419
2.33,50.63511603184695,56.23184690976097,52.29981133044147
2.34,50.171805539252894,56.3810555175064,51.84991816229228
2.35,48.376119816361445,52.745402522587106,50.388556259106565
2.36,46.2792533115852,47.90916725622207,47.971405406908154
2.37,44.70620108276826,44.912774544146224,44.73248953663613
2.38,44.032933649014154,45.47188826210403,40.80270930192428
2.39,44.14497165996453,49.11076057601068,36.32208617544394
2.4,44.45829613117331,53.791933643261125,31.481577461634213
2.41,44.167647169612145,57.45914412599311,26.6898123320828
2.42,42.838053953839704,59.240102620449605,22.904860907172107
2.43,40.98191757562268,59.55549389154558,21.78070284245759
2.44,40.009886212856934,59.403661781530026,25.153661403377484
2.45,41.37357583307016,59.559358642077704,33.93652052814498
2.46,45.46410401477804,60.1320931454355,47.157334653353836
2.47,51.089993285666836,60.51636119484115,61.904409618555334
2.48,55.89144545921507,59.693574978018376,74.30766754687929
2.49,57.4323012917019,56.86189174344052,81.01598195879902
2.5,54.44207178887692,52.127254672492455,80.4114480300678
2.5100000000000002,47.643053113279855,46.741541878293106,73.05031385304467
2.52,39.65621393144141,42.59825637868416,61.24285304961618
2.5300000000000002,33.84171785991977,41.28606137976553,48.04434391606664
2.54,32.61771885701221,43.312093098016646,36.166666916377906
2.5500000000000003,36.276640811512785,47.82821683042624,27.327374458690993
2.56,43.00710072662756,52.814251088298676,22.210269640820833
2.57,49.929382644046825,55.69535980092761,20.758062434579433
2.58,54.34389606002932,54.45706243475633,22.43621953368668
2.59,54.58990359850699,48.94808201406086,26.433566378152776
2.6,50.46980719666606,41.52810649237649,31.94922317670363
2.61,43.37050689742892,36.277636217383034,38.468222545991544
2.62,35.946190365566586,36.88512302365067,45.727081629824
2.63,31.152710873964274,44.44346106678482,53.36088601460397
2.64,30.90922816437125,56.65527739017575,60.61960769390008
2.65,35.18311335557922,68.95686717680682,66.43366706802415
2.66,42.12438913380817,76.73650241977016,69.6822090568159
2.67,49.113232960895274,77.33525956698544,69.4424910588293
2.68,53.999649354084525,70.98589072131887,65.27822032649935
2.69,55.86356399982363,60.547133157497214,57.63409063276909
2.7,55.06602265858124,50.31366209298633,48.083525589072686
2.71,52.76033858522765,44.31682816727843,39.109690808955264
2.72,50.19596257444578,44.6196456999416,33.383508008128324
2.73,48.130885549818345,50.29495786831419,32.72761285828047
2.74,46.60699248075767,57.76745691132188,37.126150251151955
2.75,45.24632861277171,62.576778749583745,44.41419218785936
2.7600000000000002,43.94023789658165,61.67753907682459,51.20045485625935
2.77,43.39586148355684,55.00440418808227,54.72953354022356
2.7800000000000002,44.936437880193814,45.48062138098969,54.44398702431308
2.79,49.50204966258019,37.468562092733436,52.080957685641884
2.8000000000000003,56.555124093015536,34.45729134325976,50.287713249313164
2.81,63.82433812887415,37.28764341259346,50.83340210408012
2.82,68.24855542538626,43.985063966416426,53.59846842255966
2.83,67.57768015735513,51.22776922519049,56.81762615106597
2.84,61.59369606080141,56.358715309931824,58.26178809367522
2.85,52.20776654095846,58.56760795901044,56.576769121335424
2.86,42.47383964083874,58.63388789725031,51.951427689443705
2.87,35.174014583162695,57.764785604646086,45.74649312829947
2.88,31.74960816539934,56.60347775187028,39.49193579901965
2.89,32.08646467453478,55.03833230904173,34.128176273555034
2.9,35.10786686212677,52.62698292466744,30.033757079901914
2.91,39.55499257288038,49.11205940772358,27.55483698123948
2.92,44.34147063011955,44.75350557842119,27.3008756528477
2.93,48.491954047113765,40.46714711561839,29.834639477462435
2.94,51.15146969879209,37.670401920255394,35.06540278938659
2.95,51.990561131304204,37.637217728994244,41.92851938587196
2.96,51.76241534021296,40.56590495887586,48.66374972070843
2.97,52.313397659383014,45.13344925928569,53.52016419490586
2.98,55.55335898283012,49.1457134044917,55.405998388416904
2.99,61.851403709085666,50.944404563771464,54.11001186521982
3.0,69.16958255572574,50.48417359132121,50.129595759916455
3.0100000000000002,73.91263996562223,49.19214904517167,44.415467969808944
3.02,73.0881404614435,48.69121064627046,38.214322450708885
3.0300000000000002,66.26394130455216,49.416998155527644,32.879491523901265
3.04,55.98820288798255,50.25337775643924,29.459233675870994
3.0500000000000003,46.47042180765456,49.42311590236382,28.18753816255238
3.06,41.39101064310017,45.845103113666596,28.327082523856177
3.0700000000000003,42.12038217234501,39.94724561364987,28.671587497296713
3.08,47.32807826769299,33.53047625334954,28.4375656396546
3.09,54.0873435024437,28.950943373270118,27.868630427225778
3.1,59.61422035687811,28.075644338121165,28.088820259088887
3.11,62.49584345944588,31.392670185479087,30.350350109123198
3.12,62.896602308100334,37.679482723233285,35.261033332880366
3.13,62.03042370322808,44.53314420398097,42.49475462494617
3.14,61.35983392103522,49.561582034386355,51.01171854939432
3.15,61.76027426326015,51.52670279950371,59.44340285441892
3.16,62.932473078701406,50.78647460996859,66.34926469042614
3.17,63.524080045145865,48.885299798075884,70.32872899359955
3.18,62.09561033123584,47.59513178528818,70.16249911887802
3.19,58.29970928819816,47.915450341711505,65.16807358853286
3.2,53.30142495963085,49.520694323791176,55.753456267273705
3.21,49.06518762686286,50.91918361061499,43.82422447072705
3.22,47.08628267575457,50.24201311317852,32.5531928484259
3.23,47.493352519749976,46.27070086301953,25.29950431471908
3.24,49.035392677791826,39.20437291900942,24.069661535988487
3.25,49.85770635446394,30.797416178299816,28.407659731849897
3.2600000000000002,48.58027476734686,23.737094057506408,35.473046720442966
3.27,45.09594851409931,20.441868303329134,41.3464316761963
3.2800000000000002,40.69268590353909,21.8394840158457,42.92993944011911
3.29,37.431007976319265,26.843018069290054,39.570424622785204
3.3000000000000003,37.023411534379875,32.92309865188102,33.56602653327785
3.31,39.77820278039801,37.52635114485177,29.049258950442496
3.3200000000000003,44.31231430987912,39.505982432112454,29.642664887098533
3.33,48.33248199357274,39.6515012327951,36.30038079711717
3.34,50.00273303932268,40.00516014106989,46.77870667459597
3.35,49.0068803276828,42.456200516711306,57.00583443974225
3.36,46.698835694750315,47.476799991026745,63.32389169343903
3.37,45.292974328086906,53.72638476479823,64.15711193035587
3.38,46.494087095348476,58.78736448441057,60.23481577194109
3.39,50.28896586317094,60.60637201064402,53.572283550479995
3.4,54.71689717283019,58.67543225101228,46.17695127227271
3.41,56.97527018351544,54.1486322327281,39.34528513144771
3.42,55.249879008820656,48.91264227538462,33.73921660183127
3.43,49.9859008379622,44.39259616069694,29.883936245966822
3.44,43.695350242288725,40.95752573681733,28.574336279755908
3.45,39.50863721938546,38.21465458386876,30.76958507524307
3.46,39.48697765344779,35.76864833222623,36.879422443148755
3.47,43.68959634273492,33.732538428806365,45.90997655808553
3.48,50.382849757702914,32.605597125522486,55.30140260274113
3.49,57.09276331996493,32.74049412180567,61.89781817743642
3.5,61.84759556248247,33.92413557029352,63.52769084990119
3.5100000000000002,64.00322604531918,35.37758514687207,60.084414190065345
3.52,64.27138716249041,36.109785227560934,53.41115220766166
3.5300000000000002,63.91861428434303,35.43642674074335,46.22145066081815
3.54,63.62000531604239,33.49424768327905,40.79144275411224
3.5500000000000003,62.81240739981384,31.471867227008428,38.04721335562904
3.56,60.1358706961693,31.199304967603585,37.38885651092649
3.5700000000000003,54.73673737156087,34.066236268102315,37.32529096733711
3.58,47.42767417678626,39.90133855816966,36.61521594117149
3.59,40.63760173522039,46.78030986585531,35.230778672717285
3.6,36.98815925077214,52.13941754563935,34.44149944144934
3.61,37.56777415792785,54.41745315834794,35.84942513668916
3.62,41.31627527794913,53.926074574235166,40.02999795092418
3.63,45.90986777829227,52.346923870092404,45.8471095939595
3.64,49.211859149871856,51.39571017357889,50.979315062483245
3.65,50.1396103377383,51.69795029081528,53.1728474036238
3.66,48.69404145173606,52.58853618075111,51.31612938507872
3.67,45.65721174499713,52.845649294885526,45.891195372074506
3.68,42.34680536345564,51.74461400337993,38.88116721657474
3.69,40.32498676440462,49.61526267771019,33.21482669948823
3.7,40.848272932567895,47.51048613575045,31.700149708272008
3.71,44.19404923733117,46.33277092522749,35.67801992491324
3.72,49.33938656670977,46.15011880490572,44.10889154459574
3.73,54.36024468788359,46.18524052615714,53.809092386777316
3.74,57.37234055492581,45.41881012634412,60.84622301047813
3.75,57.37972663910842,43.32561385389979,62.29877381642643
3.7600000000000002,54.564209609328536,40.17753465925619,57.48307589919337
3.77,50.10161793594059,36.72229705637005,48.28177704277925
3.7800000000000002,45.78853596030902,33.64734741138139,38.57503783176007
3.79,43.51044258510401,31.41493912103561,32.80212144066707
3.8000000000000003,44.507981017995206,30.562265837893474,33.98994753421339
3.81,48.72256042161372,31.959815881020656,42.183260100176135
3.8200000000000003,54.70583537172493,36.47596653357347,54.24257633142035
3.83,60.26366652999265,44.10049117753622,65.18136546929026
3.84,63.45471484237227,53.288067114247156,70.3793629872098
3.85,63.33407583542142,61.3164199106489,67.7282747908975
3.86,60.109775349912965,65.60598064626163,58.80904664641165
3.87,54.83392118278994,65.01353142705156,48.37484244944109
3.88,48.94967420666435,60.119581147123974,42.07301135933539
3.89,43.88234247644543,52.49201624919683,43.48864426977636
3.9,40.68004146276081,43.75637734340012,52.29274568199117
3.91,39.72922557436524,35.1993836018484,64.64156176281091
3.92,40.70719539238695,27.899583208101955,75.3828249963612
3.93,42.906328282196256,22.890228058966947,80.49185499280037
3.94,45.798427804460665,21.002331295462696,78.43439086493166
3.95,49.45437971130738,22.507869389828695,70.25205168846847
3.96,54.45889265177373,26.938149293993494,58.83093898834586
3.97,61.26261485803848,33.25325175321342,47.77279359681871
3.98,69.328098945435,40.18340468574847,40.17658221379875
3.99,76.72785442050818,46.481286456522085,37.67451848057233
4.0,80.7167057307573,51.05015430918232,39.95943408504073
4.01,79.09853263334517,53.111206796997045,44.838720378959316
4.0200000000000005,71.46741743155893,52.46370155784956,48.86746446214173
4.03,59.442355450650815,49.605226929781196,48.67896661619461
4.04,45.87835406936264,45.468536721626094,42.741222469170104
4.05,33.78845946035991,40.933456678907106,32.591801019117895
4.0600000000000005,25.598978034610354,36.581003902768195,22.517272707591378
4.07,22.750816533774966,32.900945231695765,17.508908205206136
4.08,25.417605750351417,30.62608970010769,20.52346482531742
4.09,32.40302748665578,30.704421802279125,30.7362147136978
4.1,41.48334842369548,33.81457055717672,44.000206421452496
4.11,50.16981327355002,39.79903006595742,55.214767326639276
4.12,56.478607026028556,47.41832077397383,60.94002423875206
4.13,59.34693262562411,54.541545489260926,60.64491423837172
4.14,58.68666567451935,58.75905750685678,56.21985597331247
4.15,55.25095278639066,58.3796923619078,50.51684789041712
4.16,50.415961010895515,53.441066648127325,45.965168115174095
4.17,45.8854280047994,45.97694565545522,43.91024940127357
4.18,43.330075079183764,39.12205645338985,44.65582157378486
4.19,43.99595181695676,35.58605285208809,47.74064544953068
4.2,48.282901705303935,36.50729942671766,52.09470814317154
4.21,55.32291580334477,41.21985283953611,56.162862397750736
4.22,62.81353962509182,47.76771784472059,58.28247422120613
4.23,67.54671972166307,53.77987756724014,57.35866462892729
4.24,66.76004777175145,57.410853298370455,53.514219217007195
4.25,59.67536086816936,58.06170835515411,48.24998811453813
4.26,48.14169994620713,56.550513639739904,43.8292418374853
4.2700000000000005,35.8190253643795,54.570622922588846,42.05968406096978
4.28,26.468502694526507,53.70830523953144,43.18544706547403
4.29,22.52482033983364,54.63020808985705,45.71098929364172
4.3,24.617352833394932,56.92851826164875,47.36147788275909
4.3100000000000005,31.78234387208724,59.61296154410504,46.54483140934138
4.32,41.84341690604492,61.78576269646678,43.3754145819742
4.33,51.86970314209849,62.99533089455285,39.66575224941256
4.34,58.905509838062315,63.14292616281432,37.92383451121762
4.3500000000000005,60.921287338818736,62.228904442899854,39.96689740361279
4.36,57.612939108580754,60.30594683022818,45.95525087068497
4.37,50.66829945073047,57.720897645391496,54.284534451501784
4.38,43.290742287277624,55.308615278375676,62.20073330670354
4.39,38.96699429346644,54.094522654712065,66.78454822447313
4.4,39.83384377765498,54.54316860264301,66.06966400124352
4.41,45.47305196987035,55.99106334698358,60.00940978308589
4.42,53.00226156895944,56.87295807790231,50.74439992507031
4.43,58.609416677173364,55.70270686091929,41.71817569521735
4.44,59.67337616985271,52.165458935486875,35.91128879718115
4.45,56.15093955222972,47.55308064667519,34.26559631213726
4.46,50.39330105368815,44.13665053890218,35.4163120362615
4.47,45.622191413864144,43.753665737337826,36.93039039110415
4.48,44.122238199876044,46.522291308781114,37.099495534249655
4.49,46.23269398132177,50.63065593399061,35.97894946747888
4.5,50.55810839175345,53.417412770855165,35.083017061919435
4.51,55.00283375207899,53.043652089836186,36.18845623968277
4.5200000000000005,57.83557934450133,49.67536776449764,40.13462775124305
4.53,58.242999552659434,45.399682309288345,46.2315783182221
4.54,56.39342173571615,42.85901155720984,52.440682318501906
4.55,53.28763974191171,43.476354262506575,56.19316848992565
4.5600000000000005,50.473186790986325,46.55001099677088,55.48865019494834
4.57,49.507189670503045,49.870375873808776,49.77992218238682
4.58,51.22438437600342,51.270796183868036,40.27425936420881
4.59,55.173271355425506,49.88174173782843,29.61014535064714
4.6000000000000005,59.61828528824571,46.354623722828805,21.054983125181998
4.61,62.20135195153032,42.205315561197594,17.35436759865699
4.62,60.98336083238743,38.84635571095015,19.558095226215496
4.63,55.39964056330583,36.84788308516696,26.531639741859
4.64,46.67381270901828,35.80322300826155,35.654063612523046
4.65,37.40134167685962,34.8686755039756,44.22871247194796
4.66,30.41449305347457,33.590658322242646,50.52929702682515
4.67,27.5521937552951,32.34851695141255,53.978506795762165
4.68,29.094632846205425,32.000697432567584,54.86909327904786
4.69,34.09483153240639,33.02654329769701,54.14067101139614
4.7,41.098511069266785,34.944439394433324,53.191947804883554
4.71,48.568502739593434,36.53028660140035,53.43392936257759
4.72,54.88691206510816,36.63816527231463,55.593751157194156
4.73,58.413297937198735,34.97048399649389,59.254695879007535
4.74,57.99936268576767,32.279316438510406,63.141925947844356
4.75,53.70904895751851,29.925559142785605,66.00779226195763
4.76,47.08267983547672,29.09933756579154,67.27204203612162
4.7700000000000005,40.5848860261695,30.166666784004676,66.77913098525109
4.78,36.50553588452913,32.52331732605997,64.08768687959304
4.79,35.97039765552211,35.0222753555971,58.35361931834221
4.8,38.6554941889638,36.67625184487831,49.22229385578039
4.8100000000000005,43.299961299212,37.184574957699475,37.91763523932813
4.82,48.485707362867764,36.99209295726268,27.332075345085457
4.83,53.04832827890801,36.936757911878736,20.7822738140958
4.84,56.07758741215657,37.829819736634825,20.264956754680433
4.8500000000000005,56.9658969940928,40.269970711558045,25.414179813056958
4.86,55.718059440555116,44.63169046630388,33.74278964515335
